기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,서울,도봉구,엔젤아이의원,02-903-7333,"서울특별시 도봉구 도봉로 476, 205호,206호 (창동, 삼성쉐르빌퍼스티)"
24년 09월 16일 06시,서울,도봉구,서울내과의원,02-905-6119,"서울특별시 도봉구 도봉로 488, (창동)"
24년 09월 16일 06시,서울,은평구,은평베스트성모내과의원,02-352-1175,"서울특별시 은평구 통일로 1034, 2층 211, 212호 (진관동, 은평 스카이뷰 자이)"
24년 09월 16일 06시,서울,도봉구,최-이비인후과의원,02-904-4507,"서울특별시 도봉구 도봉로 575, 308호 (쌍문동, 삼환프라자)"
24년 09월 16일 06시,서울,도봉구,성모키즈소아청소년과의원,02-3494-3034,"서울특별시 도봉구 도봉로 683, 2층 (방학동)"
24년 09월 16일 06시,서울,도봉구,서울이지소아청소년과의원,02-991-5583,"서울특별시 도봉구 도봉로 461, 3층 (쌍문동, 우림빌딩)"
24년 09월 16일 06시,서울,도봉구,위플러스내과의원,02-995-1119,"서울특별시 도봉구 도봉로 575, 삼환프라자 401, 402호 (쌍문동)"
24년 09월 16일 06시,서울,도봉구,도봉연세위내과의원,02-6953-7561,"서울특별시 도봉구 도봉로 684, 3층 302, 303호 (방학동)"
24년 09월 16일 06시,서울,성동구,서울숲내과의원,02-464-9559,"서울특별시 성동구 왕십리로 50, 지하1층 (성수동1가)"
24년 09월 16일 06시,서울,서초구,서초양재참좋은정형외과의원,02-529-0710,"서울특별시 서초구 강남대로 213, (양재동, 스포타임)"
24년 09월 16일 06시,서울,서초구,연세내과의원,02-511-0550,"서울특별시 서초구 강남대로 521-4, (반포동, 태영빌딩)"
24년 09월 16일 06시,서울,서초구,서울티에프이비인후과의원,02-6952-8636,"서울특별시 서초구 강남대로 507, 301호 (반포동)"
24년 09월 16일 06시,서울,영등포구,양평연세이비인후과의원,02-2068-6939,"서울특별시 영등포구 영등포로 32, 103호 (양평동2가)"
24년 09월 16일 06시,서울,영등포구,임이비인후과의원,02-2675-7075,"서울특별시 영등포구 영등포로 33, 306호 (양평동2가, 목동비즈타워)"
24년 09월 16일 06시,서울,영등포구,서울사랑내과의원,02-845-5665,"서울특별시 영등포구 영등포로 367, 3층 (신길동, 더로드캐슬)"
24년 09월 16일 06시,서울,성동구,초록이비인후과의원,02-2282-3369,"서울특별시 성동구 행당로 1, 4층 (금호동1가)"
24년 09월 16일 06시,서울,양천구,마이내과의원,02-6215-8800,"서울특별시 양천구 목동중앙로 71, 2층 (목동, 하이파킹빌딩)"
24년 09월 16일 06시,서울,성북구,의료법인서광의료재단 성북중앙병원,02-919-3404,"서울특별시 성북구 종암로 72, (종암동)"
24년 09월 16일 06시,서울,성북구,성북서울요양병원,02-6312-3700,"서울특별시 성북구 종암로 31, (종암동)"
24년 09월 16일 06시,서울,성북구,해맑은이비인후과의원,02-922-1282,"서울특별시 성북구 종암로 115, 지상4층 (종암동)"
24년 09월 16일 06시,서울,성북구,스타이비인후과 의원,02-909-8235,"서울특별시 성북구 종암로 122, 3층 (종암동, 시원빌딩)"
24년 09월 16일 06시,서울,성북구,삼성손앤박이비인후과의원,02-975-8275,"서울특별시 성북구 종암로 123, 2층 202호 (종암동)"
24년 09월 16일 06시,서울,영등포구,성애의료재단 성애병원,02-840-7114,"서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)"
24년 09월 16일 06시,서울,성북구,홍요한내과의원,911-2575,"서울특별시 성북구 돌곶이로 152, 1층 (장위동)"
24년 09월 16일 06시,서울,성북구,서울성모의원,02-966-1002,"서울특별시 성북구 돌곶이로 59, 3층 (석관동)"
24년 09월 16일 06시,서울,성북구,굿데이이비인후과의원,02-966-9002,"서울특별시 성북구 돌곶이로 25, 2층 (석관동, 씨티홈)"
24년 09월 16일 06시,서울,서대문구,연세대학교의과대학세브란스병원,02-2228-0114,"서울특별시 서대문구 연세로 50-1, (신촌동)"
24년 09월 16일 06시,서울,금천구,독산참연세의원,02-2169-2040,"서울특별시 금천구 두산로 70, 현대지식산업센터 1층 T-109,112,115호 (독산동)"
24년 09월 16일 06시,서울,마포구,박찬이비인후과의원,02-313-5675,"서울특별시 마포구 창전로 60, 4층 (구수동)"
24년 09월 16일 06시,서울,종로구,삼성보스톤내과의원,02-741-8275,"서울특별시 종로구 종로 261, 3,4,5층 (종로6가)"
24년 09월 16일 06시,서울,종로구,서울숭인병원,02-737-7582,"서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)"
24년 09월 16일 06시,서울,종로구,의료법인하나로의료재단하나로의원,02-732-3030,"서울특별시 종로구 종로 33, 그랑서울 501,502,503호 (청진동)"
24년 09월 16일 06시,서울,중랑구,이미경소아청소년과의원,02-2207-2005,"서울특별시 중랑구 사가정로 428-9, (면목동)"
24년 09월 16일 06시,서울,영등포구,고려금비뇨기과의원,0507-1326-7591,"서울특별시 영등포구 여의나루로 53-1, 대오빌딩 7층 701호 (여의도동)"
24년 09월 16일 06시,서울,종로구,(의) 열린의료재단 동대문열린의원,02-924-0875,"서울특별시 종로구 종로 335, 원풍빌딩 6층 (창신동)"
24년 09월 16일 06시,서울,중랑구,신필진소아청소년과의원,02-3421-1822,"서울특별시 중랑구 신내로 211, 215호 (신내동, 금강리빙스텔)"
24년 09월 16일 06시,서울,종로구,고려수내과의원,02-766-0601,"서울특별시 종로구 종로 328, 동대문빌딩 4,5층 (창신동)"
24년 09월 16일 06시,서울,종로구,연세다나이비인후과의원,2075-5075,"서울특별시 종로구 종로 19, 322호,323호 (종로1가, 르메이에르종로타운)"
24년 09월 16일 06시,서울,종로구,일맥한의원 더영의원,02-722-1854,"서울특별시 종로구 종로 78, 502호 (종로2가, 미려빌딩)"
24년 09월 16일 06시,서울,중랑구,편안한내과의원,02-491-5967,"서울특별시 중랑구 중랑역로 90, (중화동, 대원메디칼빌딩)"
24년 09월 16일 06시,서울,강남구,서울제이소아청소년과의원,538-3194,"서울특별시 강남구 언주로 309, 기성빌딩 6층 (역삼동)"
24년 09월 16일 06시,서울,노원구,김희섭의원,02-943-1706,"서울특별시 노원구 석계로 95, 성북빌딩 4층 2호 (월계동)"
24년 09월 16일 06시,서울,구로구,베일리이비인후과의원,02-2060-1525,"서울특별시 구로구 오리로 1149, 랑데르 307호 (오류동)"
24년 09월 16일 06시,서울,성동구,차내과의원,02-2248-0385,"서울특별시 성동구 천호대로 308, 2층 (용답동, 인암빌딩)"
24년 09월 16일 06시,서울,동작구,유영조내과의원,02-826-8575,"서울특별시 동작구 등용로 2, 2층 (상도동, 덕신빌딩)"
24년 09월 16일 06시,서울,동작구,서울대방내과의원,02-815-7533,"서울특별시 동작구 등용로 115, 2층 201호 (대방동, 엘리시아빌딩)"
24년 09월 16일 06시,서울,강북구,최윤영내과의원,02-982-7575,"서울특별시 강북구 삼양로 309, 미성빌딩 2,3층 (수유동)"
24년 09월 16일 06시,서울,용산구,서울영재의원,,"서울특별시 용산구 만리재로 176, 2~3층 (서계동)"
24년 09월 16일 06시,서울,관악구,향기나는내과의원,02-888-3383,"서울특별시 관악구 관악로 234, 203호 (봉천동)"
24년 09월 16일 06시,서울,관악구,서울김정아소아청소년과의원,02-872-8276,"서울특별시 관악구 관악로 234, 2층 (봉천동)"
24년 09월 16일 06시,서울,관악구,서울S비뇨기과의원,02-871-7520,"서울특별시 관악구 관악로 165, 7층 (봉천동)"
24년 09월 16일 06시,서울,관악구,서울W내과의원,02-871-5600,"서울특별시 관악구 관악로 165, (봉천동, 양지빌딩)"
24년 09월 16일 06시,서울,광진구,더불어내과의원,02-469-7577,"서울특별시 광진구 긴고랑로 41, 2층 (중곡동)"
24년 09월 16일 06시,서울,강남구,강남우리집의원,2291-8885,"서울특별시 강남구 개포로 229, 정원빌딩 2층 4호 (개포동)"
24년 09월 16일 06시,서울,동대문구,회기센트럴이비인후과의원,02-960-7200,"서울특별시 동대문구 이문로 37, 1층 110~113호 (회기동, 회기역 한일베라체캠퍼스)"
24년 09월 16일 06시,서울,동대문구,동안비전내과의원,02-969-0119,"서울특별시 동대문구 이문로 88, 2층 201, 202호 (이문동)"
24년 09월 16일 06시,서울,강북구,포근한병원,02-986-9988,"서울특별시 강북구 도봉로 266, (미아동)"
24년 09월 16일 06시,서울,영등포구,김영준소아청소년과의원,02-832-9925,"서울특별시 영등포구 가마산로 582, (신길동)"
24년 09월 16일 06시,서울,영등포구,삼성민사랑내과의원,02-6953-7141,"서울특별시 영등포구 가마산로 411, 성락교회선교빌딩 2층 (신길동)"
24년 09월 16일 06시,서울,강서구,더서밋요양병원,02-3663-6786,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)"
24년 09월 16일 06시,서울,송파구,다나움요양병원,02-412-7272,"서울특별시 송파구 가락로 278, 지하1층~지상6층 (방이동)"
24년 09월 16일 06시,서울,강남구,차이비인후과의원,02-543-4567,"서울특별시 강남구 학동로 342, 407호 (논현동)"
24년 09월 16일 06시,서울,은평구,조은내과의원,02-355-5478,"서울특별시 은평구 갈현로 258, 2층 (갈현동)"
24년 09월 16일 06시,서울,성동구,성수연세이비인후과의원,02-402-0600,"서울특별시 성동구 아차산로7길 2, 2층 (성수동2가)"
24년 09월 16일 06시,서울,광진구,최진소아청소년과의원,02-447-6610,"서울특별시 광진구 뚝섬로 590, 2층 (자양동)"
24년 09월 16일 06시,서울,동대문구,행복한가정의학과의원,02-2245-3100,"서울특별시 동대문구 한천로 242, 2층 (전농동)"
24년 09월 16일 06시,서울,동대문구,새서울외과의원,02-2242-3631,"서울특별시 동대문구 장한로 144, (장안동)"
24년 09월 16일 06시,서울,동대문구,남산정형외과의원,02-2245-7765,"서울특별시 동대문구 한천로 120, (장안동)"
24년 09월 16일 06시,서울,양천구,목동한소아청소년과의원,2643-6265,"서울특별시 양천구 목동중앙남로11길 8, 2층 (목동)"
24년 09월 16일 06시,서울,종로구,서울듀크의원,02-737-7900,"서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관)"
24년 09월 16일 06시,서울,강동구,연세내과의원,02-483-7825,"서울특별시 강동구 양재대로 1603, (천호동)"
24년 09월 16일 06시,서울,관악구,강남고려병원,1661-8267,"서울특별시 관악구 관악로 242, (봉천동)"
24년 09월 16일 06시,서울,관악구,킴스아산의원,02-883-7282,"서울특별시 관악구 관악로 268, 1층 (봉천동)"
24년 09월 16일 06시,서울,관악구,연세내과의원,02-875-7557,"서울특별시 관악구 관악로 195, 411호 (봉천동)"
24년 09월 16일 06시,서울,관악구,김상현이비인후과의원,02-872-2333,"서울특별시 관악구 관악로 231-1, (봉천동)"
24년 09월 16일 06시,서울,관악구,연세성모정형외과의원,02-882-4530,"서울특별시 관악구 관악로 233, 금성빌딩 3,4층 (봉천동)"
24년 09월 16일 06시,서울,관악구,손장원정형외과의원,02-872-3900,"서울특별시 관악구 관악로 203, (봉천동)"
24년 09월 16일 06시,서울,관악구,서울대학교직장부속의원,880-5338,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)"
24년 09월 16일 06시,서울,관악구,관악성모이비인후과의원,02-883-7570,"서울특별시 관악구 관악로 186-2, (봉천동)"
24년 09월 16일 06시,서울,종로구,광화문하나이비인후과의원,02-722-6087,"서울특별시 종로구 자하문로2길 4, 5층 (적선동, 경복빌딩)"
24년 09월 16일 06시,서울,양천구,장이비인후과의원,02-2691-2496,"서울특별시 양천구 신월로 172, (신월동)"
24년 09월 16일 06시,서울,종로구,정가정의원,02-762-7511,"서울특별시 종로구 종로51나길 2, 2층 (창신동)"
24년 09월 16일 06시,서울,동작구,한사랑의원,02-823-9700,"서울특별시 동작구 여의대방로24길 30, 2층 (신대방동, 한사랑의원)"
24년 09월 16일 06시,서울,강서구,연세우리건강내과의원,02-2658-8275,"서울특별시 강서구 공항대로 625, 2층 (염창동)"
24년 09월 16일 06시,서울,은평구,박근태내과의원,02-385-0066,"서울특별시 은평구 은평로 29, 2층,3층 (신사동)"
24년 09월 16일 06시,서울,성동구,세명성모내과의원,02-2282-2266,"서울특별시 성동구 마장로 187, 2층 (홍익동)"
24년 09월 16일 06시,서울,구로구,온수의원,02-2688-5575,"서울특별시 구로구 부일로1길 26-13, (온수동)"
24년 09월 16일 06시,서울,서대문구,김문성이비인후과의원,02-305-4749,"서울특별시 서대문구 증가로 122, 202호 (남가좌동)"
24년 09월 16일 06시,서울,종로구,흥인탑이비인후과의원,02-741-7587,"서울특별시 종로구 창신길 1, 3층 (창신동, 영화빌딩)"
24년 09월 16일 06시,서울,강서구,명근철소아청소년과의원,02-2607-7247,"서울특별시 강서구 강서로 64, (화곡동)"
24년 09월 16일 06시,서울,강서구,김정백내과의원,02-2663-4001,"서울특별시 강서구 금낭화로 135, 402호 (방화동, 금강프라자)"
24년 09월 16일 06시,서울,강서구,강서성모내과의원,02-3662-7585,"서울특별시 강서구 양천로 658, 302호 (염창동, 양화진빌딩)"
24년 09월 16일 06시,서울,강서구,주이비인후과의원,02-3665-3387,"서울특별시 강서구 양천로 690, 3층 (염창동)"
24년 09월 16일 06시,서울,중랑구,우리소아청소년과의원,02-493-3574,"서울특별시 중랑구 망우로 198, 5층 (상봉동)"
24년 09월 16일 06시,서울,노원구,은빛가정의원,02-936-6985,"서울특별시 노원구 동일로245가길 41, 205호 (상계동)"
24년 09월 16일 06시,서울,강서구,수내과의원,02-2645-8191,"서울특별시 강서구 등촌로5길 5, 2층 (화곡동)"
24년 09월 16일 06시,서울,종로구,새희망내과의원,02-747-7975,"서울특별시 종로구 종로 347, 201호 (숭인동, 롯데캐슬 천지인)"
24년 09월 16일 06시,서울,노원구,현대내과의원,02-908-9339,"서울특별시 노원구 월계로45길 28, (월계동, 월계아파트형공장)"
24년 09월 16일 06시,서울,은평구,홍석호내과의원,02-357-0240,"서울특별시 은평구 통일로 730, 3층 301호 (불광동, 보광빌딩)"
